iter	Passed	Remaining
1652	20772	4360
1653	20788	4348
1654	20803	4336
1655	20823	4325
1656	20839	4313
1657	20851	4301
1658	20864	4288
1659	20877	4276
1660	20891	4263
1661	20902	4251
1662	20915	4238
1663	20927	4225
1664	20939	4213
1665	20950	4200
1666	20963	4187
1667	20978	4175
1668	20992	4163
1669	21004	4150
1670	21014	4137
1671	21024	4124
1672	21034	4111
1673	21042	4097
1674	21054	4085
1675	21069	4073
1676	21081	4060
1677	21095	4048
1678	21108	4035
1679	21121	4023
1680	21135	4010
1681	21151	3998
1682	21166	3986
1683	21180	3974
1684	21195	3962
1685	21209	3950
1686	21223	3937
1687	21237	3925
1688	21249	3912
1689	21259	3899
1690	21272	3887
1691	21283	3874
1692	21296	3861
1693	21312	3849
1694	21331	3838
1695	21345	3826
1696	21360	3813
1697	21378	3802
1698	21395	3790
1699	21411	3778
1700	21422	3765
1701	21435	3753
1702	21449	3740
1703	21465	3728
1704	21479	3716
1705	21530	3710
1706	21541	3697
1707	21551	3684
1708	21558	3670
1709	21569	3657
1710	21576	3644
1711	21585	3631
1712	21592	3617
1713	21600	3604
1714	21607	3590
1715	21615	3577
1716	21623	3564
1717	21630	3550
1718	21638	3537
1719	21645	3523
1720	21653	3510
1721	21661	3496
1722	21669	3483
1723	21680	3470
1724	21691	3458
1725	21702	3445
1726	21715	3432
1727	21728	3420
1728	21740	3407
1729	21753	3395
1730	21764	3382
1731	21775	3369
1732	21787	3356
1733	21801	3344
1734	21815	3332
1735	21831	3320
1736	21843	3307
1737	21853	3294
1738	21864	3281
1739	21877	3268
1740	21890	3256
1741	21905	3244
1742	21917	3231
1743	21930	3219
1744	21942	3206
1745	21955	3193
1746	21965	3181
1747	21976	3168
1748	21986	3155
1749	21996	3142
1750	22006	3129
1751	22018	3116
1752	22033	3104
1753	22048	3092
1754	22064	3080
1755	22080	3068
1756	22096	3056
1757	22111	3043
1758	22126	3031
1759	22137	3018
1760	22147	3005
1761	22162	2993
1762	22177	2981
1763	22193	2969
1764	22208	2956
1765	22224	2944
1766	22239	2932
1767	22254	2920
1768	22272	2908
1769	22293	2896
1770	22313	2885
1771	22330	2873
1772	22346	2861
1773	22363	2848
1774	22378	2836
1775	22393	2824
1776	22409	2812
1777	22425	2799
1778	22441	2787
1779	22458	2775
1780	22476	2763
1781	22492	2751
1782	22510	2739
1783	22531	2728
1784	22549	2716
1785	22565	2703
1786	22580	2691
1787	22596	2679
1788	22612	2666
1789	22631	2655
1790	22650	2643
1791	22668	2631
1792	22684	2618
1793	22701	2606
1794	22718	2594
1795	22736	2582
1796	22754	2570
1797	22771	2558
1798	22788	2546
1799	22805	2533
1800	22821	2521
1801	22838	2509
1802	22854	2497
1803	22871	2484
1804	22886	2472
1805	22901	2460
1806	22918	2447
1807	22936	2435
1808	22955	2423
1809	22972	2411
1810	22987	2398
1811	23002	2386
1812	23018	2374
1813	23033	2361
1814	23051	2349
1815	23067	2337
1816	23083	2324
1817	23098	2312
1818	23114	2300
1819	23133	2287
1820	23152	2275
1821	23170	2263
1822	23187	2251
1823	23205	2239
1824	23220	2226
1825	23236	2214
1826	23252	2201
1827	23268	2189
1828	23284	2176
1829	23298	2164
1830	23312	2151
1831	23327	2139
1832	23341	2126
1833	23362	2114
1834	23378	2102
1835	23394	2089
1836	23411	2077
1837	23426	2064
1838	23440	2052
1839	23455	2039
1840	23472	2027
1841	23487	2014
1842	23505	2002
1843	23522	1989
1844	23538	1977
1845	23558	1965
1846	23576	1953
1847	23596	1940
1848	23613	1928
1849	23629	1915
1850	23644	1903
1851	23660	1890
1852	23678	1878
1853	23694	1865
1854	23710	1853
1855	23726	1840
1856	23742	1828
1857	23760	1815
1858	23778	1803
1859	23796	1791
1860	23812	1778
1861	23826	1765
1862	23843	1753
1863	23860	1740
1864	23876	1728
1865	23892	1715
1866	23908	1703
1867	23923	1690
1868	23938	1677
1869	23955	1665
1870	23971	1652
1871	23990	1640
1872	24011	1628
1873	24033	1615
1874	24048	1603
1875	24064	1590
1876	24082	1578
1877	24099	1565
1878	24116	1552
1879	24132	1540
1880	24148	1527
1881	24166	1515
1882	24184	1502
1883	24204	1490
1884	24221	1477
1885	24238	1465
1886	24256	1452
1887	24273	1439
1888	24290	1427
1889	24306	1414
1890	24321	1401
1891	24336	1389
1892	24352	1376
1893	24368	1363
1894	24388	1351
1895	24407	1338
1896	24427	1326
1897	24444	1313
1898	24463	1301
1899	24481	1288
1900	24498	1275
1901	24513	1263
1902	24529	1250
1903	24545	1237
1904	24561	1224
1905	24576	1212
1906	24594	1199
1907	24613	1186
1908	24634	1174
1909	24653	1161
1910	24670	1148
1911	24688	1136
1912	24705	1123
1913	24723	1110
1914	24739	1098
1915	24756	1085
1916	24774	1072
1917	24793	1059
1918	24811	1047
1919	24830	1034
1920	24848	1021
1921	24865	1009
1922	24881	996
1923	24898	983
1924	24914	970
1925	24929	957
1926	24946	945
1927	24961	932
1928	24979	919
1929	24995	906
1930	25014	893
1931	25032	881
1932	25052	868
1933	25070	855
1934	25086	842
1935	25106	829
1936	25122	817
1937	25139	804
1938	25155	791
1939	25170	778
1940	25185	765
1941	25200	752
1942	25219	739
1943	25237	727
1944	25257	714
1945	25274	701
1946	25291	688
1947	25309	675
1948	25322	662
1949	25338	649
1950	25355	636
1951	25372	623
1952	25388	610
1953	25404	598
1954	25417	585
1955	25432	572
1956	25444	559
1957	25456	546
1958	25468	533
1959	25480	520
1960	25491	506
1961	25502	493
1962	25513	480
1963	25524	467
1964	25536	454
1965	25551	441
1966	25566	428
1967	25580	415
1968	25595	402
1969	25607	389
1970	25618	376
1971	25630	363
1972	25642	350
1973	25654	337
1974	25667	324
1975	25679	311
1976	25690	298
1977	25702	285
1978	25714	272
1979	25727	259
1980	25739	246
1981	25759	233
1982	25772	220
1983	25785	207
1984	25800	194
1985	25812	181
1986	25829	168
1987	25844	156
1988	25871	143
1989	25885	130
1990	25898	117
1991	25910	104
1992	25923	91
1993	25943	78
1994	25957	65
1995	25974	52
1996	25998	39
1997	26015	26
1998	26029	13
1999	26043	0
