iter	RMSE
385	20.93013908
386	20.9119784
387	20.8866039
388	20.86361199
389	20.85059957
390	20.83594893
391	20.82483452
392	20.80466266
393	20.78089756
394	20.73441833
395	20.7049797
396	20.68804562
397	20.67020137
398	20.65864157
399	20.65270272
400	20.64316682
401	20.62066913
402	20.61443095
403	20.60699005
404	20.55746295
405	20.54710252
406	20.53729796
407	20.52531235
408	20.45908703
409	20.45393241
410	20.42560731
411	20.40579242
412	20.40154312
413	20.3812089
414	20.33953527
415	20.28496495
416	20.27986015
417	20.2187737
418	20.21872633
419	20.16201644
420	20.11127826
421	20.10518185
422	20.07808277
423	20.07456639
424	20.07167036
425	20.0549819
426	20.04910404
427	19.99494471
428	19.97613362
429	19.89901814
430	19.8477992
431	19.83291613
432	19.827318
433	19.81780053
434	19.76333487
435	19.68952409
436	19.66229284
437	19.61283415
438	19.53744898
439	19.53739264
440	19.49058589
441	19.44350668
442	19.3959072
443	19.34176056
444	19.27269302
445	19.26175952
446	19.19650256
447	19.13445482
448	19.0898423
449	19.04427849
450	19.03295266
451	19.02696388
452	19.01148354
453	19.00206731
454	18.94235522
455	18.90835047
456	18.8823894
457	18.87664533
458	18.86315181
459	18.84931721
460	18.83923865
461	18.8121425
462	18.80656361
463	18.78716149
464	18.74121991
465	18.66084788
466	18.64120703
467	18.61378221
468	18.6049293
469	18.59637233
470	18.58826977
471	18.58020468
472	18.55193457
473	18.54740529
474	18.52926365
475	18.48926314
476	18.41138332
477	18.39735892
478	18.32810987
479	18.28966536
480	18.27006768
481	18.25425856
482	18.212208
483	18.19943817
484	18.18083071
485	18.07121668
486	18.04555556
487	17.98509733
488	17.97039499
489	17.96044342
490	17.95838071
491	17.9383863
492	17.93333664
493	17.89915572
494	17.89436804
495	17.87689446
496	17.85239166
497	17.83987198
498	17.77840545
499	17.76504072
500	17.70657725
501	17.66749111
502	17.65258185
503	17.6158515
504	17.5813328
505	17.56426047
506	17.5482728
507	17.5291324
508	17.52715383
509	17.52165438
510	17.51316322
511	17.44910992
512	17.41257496
513	17.40792408
514	17.3893286
515	17.38109396
516	17.32504019
517	17.31213647
518	17.2988646
519	17.28152694
520	17.27715316
521	17.2618617
522	17.24545745
523	17.2364344
524	17.21704048
525	17.20208833
526	17.16874383
527	17.15560063
528	17.12197114
529	17.08468003
530	17.05320786
531	17.04292884
532	17.00626286
533	16.95306077
534	16.92956582
535	16.86905087
536	16.85698665
537	16.82695982
538	16.78164266
539	16.77143255
540	16.76020291
541	16.7098346
542	16.68738457
543	16.68036304
544	16.67771681
545	16.663628
546	16.65640828
547	16.64695393
548	16.64119382
549	16.61963189
550	16.61720787
551	16.61277107
552	16.585102
553	16.57604951
554	16.54429674
555	16.49218795
556	16.48797416
557	16.47664441
558	16.46597068
559	16.46198194
560	16.44838366
561	16.42241833
562	16.39299371
563	16.31134695
564	16.28586491
565	16.27667547
566	16.24067985
567	16.23360042
568	16.19024846
569	16.17495178
570	16.16833053
571	16.15932132
572	16.10991114
573	16.09940286
574	16.08663841
575	16.07970393
576	16.07714423
577	16.03661177
578	16.03142659
579	16.01932347
580	16.00900114
581	16.00239361
582	15.99602606
583	15.98755515
584	15.9807798
585	15.93370181
586	15.93012317
587	15.92364275
588	15.91422871
589	15.90565439
590	15.90022052
591	15.87142825
592	15.83058372
593	15.82314787
594	15.81762526
595	15.77253111
596	15.76868498
597	15.73615419
598	15.66357305
599	15.65673183
600	15.65160716
601	15.63808317
602	15.62530869
603	15.5837106
604	15.5631927
605	15.52389379
606	15.52376033
607	15.50605201
608	15.48303925
609	15.47916088
610	15.46924707
611	15.45609624
612	15.41864117
613	15.38179551
614	15.37579529
615	15.3408168
616	15.2872754
617	15.2782574
618	15.27634081
619	15.23406634
620	15.21438682
621	15.2052087
622	15.16508028
623	15.14089726
624	15.1294755
625	15.12317403
626	15.08179906
627	15.07646338
628	15.04733973
629	15.03921167
630	15.03082506
631	15.01536978
632	14.98684511
633	14.98129619
634	14.97525859
635	14.97336627
636	14.97096717
637	14.96415468
638	14.93829876
639	14.93000733
640	14.8903541
641	14.88535968
642	14.87634798
643	14.84416497
644	14.8363684
645	14.82927264
646	14.78153089
647	14.76649625
648	14.72347326
649	14.71872863
650	14.71426079
651	14.70094973
652	14.68839643
653	14.68301469
654	14.67925529
655	14.6749236
656	14.66389243
657	14.66171751
658	14.65514687
659	14.63568244
660	14.62838485
661	14.59456159
662	14.59102819
663	14.58066042
664	14.57484224
665	14.56828751
666	14.56231399
667	14.55559421
668	14.53948219
669	14.53479458
670	14.52861441
671	14.52709123
672	14.51910025
673	14.51590671
674	14.51020765
675	14.50433134
676	14.50093977
677	14.49579217
678	14.45504819
679	14.41583947
680	14.40767273
681	14.38092393
682	14.38083004
683	14.3460134
684	14.3175197
685	14.30115655
686	14.28954975
687	14.28545262
688	14.26242863
689	14.25886864
690	14.25559951
691	14.25005274
692	14.24116117
693	14.23129542
694	14.22727673
695	14.18800303
696	14.18313242
697	14.17785056
698	14.17252055
699	14.14366618
700	14.13633226
701	14.1343446
702	14.09298081
703	14.0771403
704	14.07403277
705	14.04390164
706	14.02171551
707	13.99963013
708	13.99669808
709	13.98323171
710	13.96233632
711	13.95997685
712	13.95482315
713	13.93542062
714	13.92712376
715	13.92428507
716	13.91944649
717	13.91028621
718	13.8809373
719	13.87874846
720	13.87416523
721	13.87152664
722	13.86362623
723	13.85837226
724	13.82337516
725	13.79775107
726	13.79384892
727	13.75513369
728	13.74225633
729	13.70527469
730	13.69307194
731	13.60744706
732	13.60700134
733	13.6017995
734	13.58800068
735	13.57020992
736	13.56483265
737	13.5599419
738	13.53980132
739	13.50835392
740	13.49586125
741	13.48252906
742	13.47361732
743	13.46592852
744	13.43944306
745	13.42100113
746	13.40638679
747	13.38889975
748	13.31271427
749	13.30806313
750	13.28322569
751	13.28006004
752	13.2769541
753	13.25818741
754	13.24963698
755	13.24616894
756	13.24013783
757	13.22859703
758	13.21149251
759	13.20655606
760	13.17111438
761	13.13946786
762	13.11683337
763	13.04458722
764	13.03760858
765	13.03716799
766	13.0031981
767	13.00018233
768	12.97595026
769	12.9702856
770	12.95798067
771	12.93781182
772	12.93430689
773	12.90169948
774	12.8991775
775	12.89316703
776	12.87931096
777	12.8711693
778	12.86769363
779	12.85505227
780	12.85193448
781	12.84986736
782	12.84811035
783	12.84568754
784	12.82683972
785	12.81650768
786	12.80771807
787	12.80502688
788	12.79983942
789	12.79839962
790	12.79617064
791	12.79382523
792	12.78922356
793	12.77950237
794	12.76285246
795	12.73155269
796	12.71741085
797	12.70184399
798	12.68351053
799	12.68149586
800	12.67408332
801	12.66837521
802	12.66630033
803	12.65259531
804	12.64564543
805	12.63173007
806	12.62711367
807	12.62053062
808	12.61656236
809	12.56184761
810	12.55752596
811	12.55197563
812	12.5435151
813	12.54300971
814	12.52160866
815	12.51911462
816	12.51516502
817	12.50849789
818	12.5054627
819	12.50118946
820	12.49115527
821	12.47919697
822	12.44920374
823	12.43964338
824	12.42472744
825	12.41142486
826	12.39860139
827	12.39805117
828	12.3961699
829	12.3833466
830	12.38017806
831	12.3738326
832	12.37159879
833	12.36005414
834	12.32987282
835	12.29315571
836	12.28911532
837	12.27797669
838	12.27588189
839	12.27324184
840	12.2694741
841	12.26533144
842	12.25696124
843	12.2451619
844	12.24333642
845	12.22859278
846	12.21701077
847	12.204068
848	12.19802795
849	12.1750981
850	12.1642802
851	12.16012587
852	12.15739077
853	12.12996072
854	12.12792839
855	12.12540331
856	12.12473662
857	12.11411125
858	12.11126098
859	12.10062285
860	12.0731009
861	12.06670971
862	12.06483237
863	12.05552117
864	12.04190046
865	12.02222792
866	12.01113228
867	11.99906452
868	11.99528991
869	11.96952096
870	11.94878319
871	11.94288702
872	11.93938969
873	11.92799931
874	11.92753583
875	11.86742582
876	11.86032863
877	11.85472334
878	11.85133224
879	11.8473014
880	11.84359846
881	11.83277343
882	11.81312263
883	11.81205443
884	11.80201565
885	11.80151625
886	11.78344509
887	11.73892269
888	11.73452449
889	11.70976971
890	11.70764947
891	11.69725052
892	11.67402863
893	11.66956955
894	11.66207772
895	11.64474267
896	11.63640524
897	11.6185419
898	11.60874216
899	11.60285778
900	11.58399948
901	11.55570492
902	11.55240549
903	11.55087302
904	11.54960702
905	11.54662662
906	11.53751654
907	11.5348397
908	11.51915821
909	11.51406774
910	11.5121767
911	11.51155056
912	11.48722393
913	11.46154319
914	11.44424107
915	11.44386352
916	11.43985928
917	11.43024332
918	11.42720705
919	11.42599771
920	11.4234253
921	11.41575015
922	11.39005254
923	11.38533022
924	11.38053338
925	11.35719036
926	11.35550547
927	11.33168391
928	11.33052076
929	11.32920275
930	11.30529902
931	11.30053998
932	11.28636046
933	11.28378804
934	11.27579189
935	11.26855077
936	11.26569271
937	11.26180003
938	11.23943342
939	11.23899309
940	11.23468165
941	11.22535115
942	11.22448223
943	11.21873154
944	11.21497906
945	11.21160608
946	11.19311213
947	11.19020134
948	11.18697345
949	11.17615576
950	11.17262956
951	11.1566268
952	11.13522149
953	11.12663313
954	11.12523574
955	11.10981271
956	11.09280487
957	11.08280767
958	11.07841245
959	11.07238261
960	11.06961424
961	11.05405556
962	11.05160619
963	11.05060024
964	11.03773572
965	11.0233977
966	11.01967709
967	11.01685864
968	10.99367802
969	10.94513699
970	10.94262917
971	10.94155081
972	10.93553067
973	10.8802074
974	10.87884643
975	10.87088412
976	10.8650616
977	10.86352329
978	10.84814648
979	10.83492032
980	10.83364417
981	10.82482859
982	10.8236993
983	10.823013
984	10.81077023
985	10.81000269
986	10.78815832
987	10.76782223
988	10.76486186
989	10.7634534
990	10.74099174
991	10.72848683
992	10.70714828
993	10.70443755
994	10.70309728
995	10.7021695
996	10.69863469
997	10.69528883
998	10.68083224
999	10.64281404
1000	10.64068274
1001	10.61411968
1002	10.61161981
1003	10.59775017
1004	10.57776793
1005	10.57735245
1006	10.573858
1007	10.56604099
1008	10.5651512
1009	10.55064887
1010	10.53010346
1011	10.52675713
1012	10.51235113
1013	10.51199822
1014	10.50832963
1015	10.49682831
1016	10.47600858
1017	10.45503597
1018	10.44687073
1019	10.43705626
1020	10.42962589
1021	10.4279138
1022	10.42476327
1023	10.41484271
1024	10.40314849
1025	10.3900536
1026	10.38754154
1027	10.38063682
1028	10.37826069
1029	10.37676195
1030	10.37377102
1031	10.37053323
1032	10.36988416
1033	10.35835499
1034	10.34010778
1035	10.33043248
1036	10.32979784
1037	10.31871771
1038	10.30655667
1039	10.25647106
1040	10.25138252
1041	10.25031453
1042	10.24998435
1043	10.24895192
1044	10.24087343
1045	10.23996292
1046	10.23395548
1047	10.23359715
1048	10.23327008
1049	10.22864899
1050	10.22770255
1051	10.2046553
1052	10.16281773
1053	10.14394307
1054	10.13496089
1055	10.12470931
1056	10.08044098
1057	10.06986762
1058	10.06719839
1059	10.0668237
1060	10.06327791
1061	10.05916355
1062	10.03881082
1063	10.03789708
1064	9.996936568
1065	9.990493465
1066	9.989744643
1067	9.969657548
1068	9.964576051
1069	9.944163217
1070	9.930793152
1071	9.922594619
1072	9.921753128
1073	9.921405961
1074	9.921107847
1075	9.910567944
1076	9.908478289
1077	9.874628269
1078	9.871848034
1079	9.868549552
1080	9.865458617
1081	9.860713334
1082	9.84982966
1083	9.8482814
1084	9.819563375
1085	9.817715514
1086	9.815961672
1087	9.814296784
1088	9.814115197
1089	9.794596155
1090	9.783107561
1091	9.780699988
1092	9.776938066
1093	9.776658716
1094	9.776404706
1095	9.754324544
1096	9.752072288
1097	9.751905836
1098	9.751668981
1099	9.750957257
1100	9.750815128
1101	9.745214414
1102	9.734162938
1103	9.725271129
1104	9.706749259
1105	9.688473911
1106	9.658276691
1107	9.644890538
1108	9.644473881
1109	9.638481297
1110	9.634665533
1111	9.624969611
1112	9.624597882
1113	9.623320404
1114	9.614420559
1115	9.607990423
1116	9.607733752
1117	9.592711615
1118	9.581779257
1119	9.580027558
1120	9.576470168
1121	9.568152416
1122	9.567419335
1123	9.556422862
1124	9.535502528
1125	9.533223693
1126	9.521474904
1127	9.505636737
1128	9.49542717
1129	9.492383626
1130	9.484531687
1131	9.483890945
1132	9.483252807
1133	9.482964787
1134	9.47967531
1135	9.461483194
1136	9.458416887
1137	9.451968733
1138	9.449319041
1139	9.44778322
1140	9.420989751
1141	9.418894091
1142	9.418692374
1143	9.414478094
1144	9.413066915
1145	9.395614679
1146	9.383675339
1147	9.38352335
1148	9.373609331
1149	9.373426567
1150	9.336512258
1151	9.336229839
1152	9.320841353
1153	9.32067299
1154	9.320075045
1155	9.310974249
1156	9.301652674
1157	9.294441847
1158	9.294319764
1159	9.294163037
1160	9.274016386
1161	9.249269244
1162	9.248019109
1163	9.236554084
1164	9.228095379
1165	9.221487737
1166	9.204523379
1167	9.204298445
1168	9.197690788
1169	9.196460445
1170	9.195893656
1171	9.187723251
1172	9.185736268
1173	9.183928132
1174	9.166100224
1175	9.164488996
1176	9.154078008
1177	9.137941342
1178	9.137879778
1179	9.137485098
1180	9.136295952
1181	9.119019461
1182	9.107627919
1183	9.09807461
1184	9.091849915
1185	9.082857653
1186	9.075451672
1187	9.057230567
1188	9.0570741
1189	9.050804053
1190	9.033932004
1191	9.032210578
1192	9.020972139
1193	9.02037429
1194	9.020216464
1195	9.020072485
1196	9.018465947
1197	9.010645175
1198	8.996849609
1199	8.973521033
1200	8.965009545
1201	8.95437883
1202	8.951417431
1203	8.943628667
1204	8.941910602
1205	8.940350075
1206	8.93919062
1207	8.924035746
1208	8.89284055
1209	8.892698028
1210	8.886512372
1211	8.886387506
1212	8.886041083
1213	8.884466611
1214	8.884373312
1215	8.88426251
1216	8.881449749
1217	8.873206335
1218	8.865486482
1219	8.862011706
1220	8.848118485
1221	8.84801042
1222	8.834189274
1223	8.821751069
1224	8.821052892
1225	8.815610858
1226	8.805199246
1227	8.793112728
1228	8.791668249
1229	8.778835064
1230	8.769297858
1231	8.762650204
1232	8.761525374
1233	8.761401322
1234	8.756564913
1235	8.752154277
1236	8.739135422
1237	8.737981907
1238	8.725905512
1239	8.725685016
1240	8.722088815
1241	8.721011197
1242	8.713079835
1243	8.701663061
1244	8.686029502
1245	8.685623958
1246	8.68217485
1247	8.671588461
1248	8.669514226
1249	8.66335537
1250	8.653586223
1251	8.651875467
1252	8.651491241
1253	8.645988385
1254	8.645555798
1255	8.644466046
1256	8.634443766
1257	8.628354205
1258	8.626001985
1259	8.619668582
1260	8.619377632
1261	8.606650194
1262	8.600819817
1263	8.595536968
1264	8.58849013
1265	8.558634025
1266	8.547432702
1267	8.53842564
1268	8.538330352
1269	8.538244248
1270	8.510362415
1271	8.498152299
1272	8.497990019
1273	8.48568322
1274	8.478567471
1275	8.467644991
1276	8.463008919
1277	8.455869012
1278	8.447106755
1279	8.424291431
1280	8.419542784
1281	8.419043705
1282	8.394789697
1283	8.389221509
1284	8.389124814
1285	8.385921085
1286	8.378104261
1287	8.371151534
1288	8.370889694
1289	8.370480134
1290	8.363284175
1291	8.355290978
1292	8.343962658
1293	8.32127564
1294	8.321172907
1295	8.320931934
1296	8.311726964
1297	8.311642295
1298	8.307365477
1299	8.302294156
1300	8.298285284
1301	8.298204326
1302	8.283378134
1303	8.270824716
1304	8.264636141
1305	8.248277374
1306	8.24704002
1307	8.242578858
1308	8.232157046
1309	8.230748955
1310	8.2287541
1311	8.222017569
1312	8.213734557
1313	8.207342052
1314	8.196437563
1315	8.18714156
1316	8.182408494
1317	8.169213921
1318	8.168825151
1319	8.148549886
1320	8.138526906
1321	8.134447304
1322	8.123997125
1323	8.123320114
1324	8.113497562
1325	8.111490946
1326	8.109605558
1327	8.107384702
1328	8.089322143
1329	8.087404719
1330	8.081835798
1331	8.081395315
1332	8.077810134
1333	8.07763301
1334	8.067816667
1335	8.067753483
1336	8.067075461
1337	8.056778589
1338	8.054954685
1339	8.048579827
1340	8.040128858
1341	8.038300537
1342	8.030568673
1343	8.019373557
1344	8.018969212
1345	8.009600227
1346	8.003351047
1347	8.002011592
1348	8.000298757
1349	7.990774265
1350	7.988612715
1351	7.985906619
1352	7.985527898
1353	7.982770581
1354	7.982338942
1355	7.972642882
1356	7.968956495
1357	7.954916801
1358	7.949202501
1359	7.948208622
1360	7.948193177
1361	7.945596282
1362	7.945338346
1363	7.941829596
1364	7.935430776
1365	7.929385188
1366	7.916999499
1367	7.91330402
1368	7.913209283
1369	7.900488766
1370	7.895019498
1371	7.87741048
1372	7.876377495
1373	7.876040008
1374	7.875851034
1375	7.869917899
1376	7.86467007
1377	7.859026226
1378	7.84585157
1379	7.845804781
1380	7.828929806
1381	7.817908992
1382	7.817637769
1383	7.804524
1384	7.794603325
1385	7.788679027
1386	7.779486543
1387	7.774195611
1388	7.770592253
1389	7.770524218
1390	7.770234577
1391	7.764947857
1392	7.753297814
1393	7.744039486
1394	7.742888408
1395	7.741065239
1396	7.741000978
1397	7.739930537
1398	7.721817144
1399	7.710954423
1400	7.705807119
1401	7.690513551
1402	7.683613928
1403	7.682019478
1404	7.673565228
1405	7.668440418
1406	7.668381726
1407	7.664662619
1408	7.663336281
1409	7.661717292
1410	7.654757226
1411	7.65364482
1412	7.648649105
1413	7.640635765
1414	7.633347129
1415	7.629953477
1416	7.629528759
1417	7.628069419
1418	7.623892178
1419	7.615732468
1420	7.615046305
1421	7.60954891
1422	7.599545631
1423	7.594304804
1424	7.59404219
1425	7.593893458
1426	7.584959447
1427	7.576879448
1428	7.571873791
1429	7.563592133
1430	7.558933523
1431	7.557311482
1432	7.549030713
1433	7.533056125
1434	7.523709262
1435	7.519184669
1436	7.517772469
1437	7.517185195
1438	7.51698518
1439	7.516984987
1440	7.513597003
1441	7.492909055
1442	7.491251301
1443	7.483580256
1444	7.476591067
1445	7.468585379
1446	7.468574441
1447	7.468550148
1448	7.467319561
1449	7.466136279
1450	7.45410821
1451	7.434847392
1452	7.427514046
1453	7.421974535
1454	7.419250202
1455	7.415864702
1456	7.411461614
1457	7.403921343
1458	7.402044752
1459	7.39520952
1460	7.37723337
1461	7.377090434
1462	7.370582213
1463	7.353460862
1464	7.345192632
1465	7.337263498
1466	7.330419695
1467	7.32329407
1468	7.32232478
1469	7.317804652
1470	7.312974931
1471	7.296121548
1472	7.293527489
1473	7.274939088
1474	7.26266836
1475	7.262194804
1476	7.255595657
1477	7.249031845
1478	7.231959635
1479	7.228362949
1480	7.223827555
1481	7.214770602
1482	7.212113304
1483	7.209017704
1484	7.208998563
1485	7.206435131
1486	7.19436484
1487	7.194131602
1488	7.186851968
1489	7.182733284
1490	7.17998106
1491	7.179744765
1492	7.179742751
1493	7.177097675
1494	7.161314788
1495	7.157939171
1496	7.150697219
1497	7.149652818
1498	7.14440375
1499	7.14438939
1500	7.128339906
1501	7.125145452
1502	7.118861112
1503	7.118456424
1504	7.111598261
1505	7.101352438
1506	7.101217716
1507	7.100451344
1508	7.100089393
1509	7.092512963
1510	7.089891456
1511	7.089689205
1512	7.085281268
1513	7.082713668
1514	7.068207367
1515	7.059075315
1516	7.053946261
1517	7.049827457
1518	7.045155055
1519	7.044927407
1520	7.040261361
1521	7.033814776
1522	7.028610791
1523	7.024442897
1524	7.020023205
1525	7.016348112
1526	7.009975943
1527	6.997921723
1528	6.986813624
1529	6.976617369
1530	6.976204518
1531	6.974958448
1532	6.973196512
1533	6.968672708
1534	6.967510024
1535	6.964647846
1536	6.96358947
1537	6.953903279
1538	6.948407078
1539	6.942573784
1540	6.942501003
1541	6.942434821
1542	6.942266108
1543	6.938382119
1544	6.931920018
1545	6.931395357
1546	6.930416323
1547	6.93038931
1548	6.926579101
1549	6.918307623
1550	6.916943948
1551	6.914096526
1552	6.912665175
1553	6.905800861
1554	6.90524826
1555	6.904743166
1556	6.904119625
1557	6.902774408
1558	6.89904903
1559	6.893391577
1560	6.889112717
1561	6.887927832
1562	6.883275254
1563	6.881914544
1564	6.877323924
1565	6.876689612
1566	6.872272329
1567	6.867847574
1568	6.863946144
1569	6.859911865
1570	6.856228571
1571	6.849803637
1572	6.849646065
1573	6.843953708
1574	6.840351061
1575	6.82663599
1576	6.813070229
1577	6.809020412
1578	6.804063522
1579	6.789048299
1580	6.788317544
1581	6.782107732
1582	6.778615121
1583	6.768769618
1584	6.764908483
1585	6.759496865
1586	6.754162193
1587	6.739786572
1588	6.735624837
1589	6.73489727
1590	6.733426959
1591	6.728161595
1592	6.727853576
1593	6.724776031
1594	6.724418766
1595	6.724387468
1596	6.720207264
1597	6.706853884
1598	6.700132877
1599	6.694770462
1600	6.692295486
1601	6.69226075
1602	6.688261521
1603	6.684569702
1604	6.680589595
1605	6.680270168
1606	6.676494613
1607	6.676172733
1608	6.672565883
1609	6.66785334
1610	6.653250358
1611	6.633337997
1612	6.629415795
1613	6.624398589
1614	6.623017908
1615	6.619198058
1616	6.613278693
1617	6.608274926
1618	6.604627913
1619	6.603962689
1620	6.602486115
1621	6.59505395
1622	6.590303053
1623	6.580743838
1624	6.580282959
1625	6.577446156
1626	6.571359455
1627	6.564769435
1628	6.561074913
1629	6.556493089
1630	6.551053831
1631	6.547084178
1632	6.543031473
1633	6.531003848
1634	6.528443483
1635	6.528062846
1636	6.523209825
1637	6.514181534
1638	6.510062147
1639	6.506501614
1640	6.506219536
1641	6.500521624
1642	6.499198079
1643	6.493277981
1644	6.487987172
1645	6.48450524
1646	6.483803291
1647	6.483284037
1648	6.474886134
1649	6.470912557
1650	6.459604683
1651	6.455042174
1652	6.455003264
1653	6.451291967
1654	6.450691943
1655	6.440345556
1656	6.440302661
1657	6.435249139
1658	6.426173475
1659	6.419938028
1660	6.41323954
1661	6.41211106
1662	6.408661771
1663	6.40488975
1664	6.400519614
1665	6.399729546
